headcount,predominant_bearing,opposite_count,density_label,opposite_flow_label
48,256.62455850994377,0.0,47.0,0
24,250.81024011722948,1.0,24.0,0
32,116.76449077022006,0.0,34.0,0
37,84.20289532999325,0.0,35.0,0
5,75.91904196508372,0.0,6.0,0
43,308.58899654145193,5.0,55.0,1
44,295.3536552932472,0.0,45.0,0
31,158.60647008443064,0.0,33.0,0
44,47.665660858723655,0.0,43.0,0
46,137.61081071188502,0.0,50.0,0
20,222.9636434892881,0.0,20.0,0
15,163.585135612783,6.0,31.0,1
20,280.8681366538782,4.0,28.0,1
10,359.1442160104988,0.0,14.0,0
36,68.80755184160286,0.0,34.0,0
35,165.47429507744607,0.0,38.0,0
34,155.15420469149592,0.0,36.0,0
18,109.61731178962229,0.0,19.0,0
19,71.31438601930425,0.0,22.0,0
17,23.64916193627732,0.0,16.0,0
46,319.3629542005314,0.0,45.0,0
40,151.14553116707435,0.0,39.0,0
48,178.8823866600176,3.0,54.0,1
13,330.0991373523297,0.0,14.0,0
14,279.4645719057412,5.0,23.0,1
30,46.98045508218632,6.0,41.0,1
0,203.55118833878726,0.0,4.0,0
2,159.2108195470413,0.0,0.0,0
15,286.9959861283546,5.0,27.0,1
22,260.72371714030174,0.0,24.0,0
10,248.5460598879859,0.0,12.0,0
11,122.59614077276288,0.0,14.0,0
9,289.7869429437316,4.0,21.0,1
31,18.86086641415004,0.0,35.0,0
15,57.464964515580206,0.0,13.0,0
7,120.82437827204822,2.0,11.0,0
37,27.65067878494126,0.0,40.0,0
11,84.59793991248898,2.0,13.0,0
23,298.85435387925054,0.0,22.0,0
27,341.37055360442855,0.0,28.0,0
7,109.65684807870858,0.0,10.0,0
27,95.22568943598176,0.0,30.0,0
35,100.76135480871369,0.0,34.0,0
25,99.97887144630378,9.0,42.0,1
7,12.934865586950277,0.0,8.0,0
49,333.68988467919894,0.0,51.0,0
27,76.93133096531822,0.0,30.0,0
27,151.20146666930577,0.0,25.0,0
36,3.487277786748386,0.0,36.0,0
40,308.8638327294206,0.0,39.0,0
35,263.21664400377017,0.0,34.0,0
26,340.83217266253314,0.0,26.0,0
16,281.3815725107037,0.0,14.0,0
8,112.93434433874349,0.0,7.0,0
32,89.23440914223251,0.0,32.0,0
19,251.17787071918545,0.0,23.0,0
12,131.0805990037798,0.0,11.0,0
27,203.83740567094196,0.0,29.0,0
47,2.2526895695292826,0.0,49.0,0
28,22.27885260497109,0.0,27.0,0
12,192.73245882539445,0.0,16.0,0
45,203.78579272133945,0.0,44.0,0
34,270.52306000536373,0.0,36.0,0
5,47.507515064626226,0.0,9.0,0
17,184.74591015244036,0.0,16.0,0
4,70.0011519954079,0.0,8.0,0
46,33.55060304257009,0.0,44.0,0
24,147.77848586179965,0.0,22.0,0
1,58.801193312060605,0.0,2.0,0
9,79.84151214923469,2.0,11.0,0
29,114.31964875302063,0.0,32.0,0
49,93.37982426755065,0.0,53.0,0
44,31.532867066140703,0.0,47.0,0
4,32.369848149492825,0.0,7.0,0
32,69.56978948430054,0.0,31.0,0
0,18.201307665434022,0.0,0.0,0
17,225.52452708369376,0.0,17.0,0
31,103.4376179432047,0.0,35.0,0
46,100.70854839686557,0.0,49.0,0
48,119.51938592559546,13.0,77.0,1
10,238.6066587154998,5.0,18.0,1
20,313.42819733405656,0.0,22.0,0
25,273.27129572002985,0.0,29.0,0
24,261.9105228810342,0.0,26.0,0
21,174.38082681630573,0.0,25.0,0
26,249.77000050826823,0.0,30.0,0
48,198.99445249208992,6.0,61.0,1
12,77.8501901471504,0.0,12.0,0
32,75.09181238677826,0.0,34.0,0
33,106.70112247510204,0.0,34.0,0
40,327.8889615491328,0.0,38.0,0
34,197.06934253670133,0.0,34.0,0
0,264.205935720673,0.0,0.0,0
20,124.76115353395714,0.0,23.0,0
47,146.7776774394811,0.0,51.0,0
5,45.2036083094105,0.0,9.0,0
27,61.66618481580133,0.0,26.0,0
16,297.8483597374124,0.0,20.0,0
4,210.54190740799754,0.0,8.0,0
30,121.51168771817481,0.0,34.0,0
4,289.0264352383966,0.0,7.0,0
37,88.74716602967388,0.0,35.0,0
2,351.3717714960734,0.0,6.0,0
22,124.13433878862111,0.0,25.0,0
36,121.43194349444192,14.0,64.0,1
36,112.28828599321388,0.0,39.0,0
9,43.960145732743655,0.0,13.0,0
9,40.00937303952447,0.0,10.0,0
18,233.31781243228443,0.0,21.0,0
16,315.04249604089694,0.0,18.0,0
20,284.58738369780247,0.0,18.0,0
13,50.79873384768639,2.0,15.0,0
8,196.4095638451439,0.0,8.0,0
45,38.0129565515904,0.0,48.0,0
0,16.306071700707882,0.0,0.0,0
44,236.2989093785162,7.0,58.0,1
12,192.65484012492612,0.0,13.0,0
3,29.52852667612951,0.0,2.0,0
0,12.57812870615584,0.0,0.0,0
48,356.3123088273605,0.0,47.0,0
39,10.807679573665876,0.0,38.0,0
31,160.03017109805748,4.0,37.0,1
33,181.66284885877042,0.0,35.0,0
27,42.220853208160214,0.0,29.0,0
30,60.86224023829785,0.0,33.0,0
7,126.6498023077269,0.0,8.0,0
38,274.20331543691856,0.0,39.0,0
25,182.549672661696,8.0,43.0,1
33,229.64467483906617,0.0,36.0,0
2,354.66283983264293,0.0,6.0,0
49,276.48195671275545,0.0,51.0,0
11,156.37013933083838,0.0,14.0,0
0,160.71909184675755,0.0,3.0,0
43,222.7579477347618,0.0,46.0,0
4,239.53147503080555,0.0,7.0,0
29,180.25593330120168,0.0,27.0,0
29,232.15004021339277,0.0,27.0,0
16,8.471697989075558,0.0,18.0,0
47,154.6642310028639,8.0,66.0,1
46,100.41770738645164,11.0,68.0,1
22,46.50280028751974,0.0,25.0,0
14,35.83674461115905,0.0,14.0,0
36,217.1491796212803,0.0,34.0,0
20,188.49619697494023,2.0,27.0,0
13,91.2902821186929,6.0,24.0,1
1,169.54202115810523,0.0,3.0,0
10,177.203633465667,0.0,13.0,0
38,70.20323295790169,0.0,39.0,0
37,234.75350227739423,8.0,53.0,1
33,281.13096829899257,0.0,37.0,0
37,284.9268747202268,0.0,41.0,0
49,216.8891390532438,0.0,52.0,0
33,184.18988970684507,0.0,32.0,0
17,21.962571481942163,0.0,17.0,0
29,103.6192675865781,0.0,28.0,0
14,33.57772084014116,0.0,18.0,0
26,346.9763379162505,0.0,28.0,0
33,48.62885264127385,11.0,59.0,1
37,54.639147546396735,0.0,39.0,0
32,320.2475825989772,0.0,34.0,0
23,339.8141820515248,0.0,21.0,0
14,275.69845412456755,2.0,22.0,0
29,1.9457725221611533,0.0,33.0,0
41,0.48465754436293196,0.0,40.0,0
16,136.1162771234823,0.0,19.0,0
4,51.622333203921315,0.0,5.0,0
28,6.619011174575022,0.0,29.0,0
3,167.06400818562167,0.0,5.0,0
9,339.50228306650973,0.0,10.0,0
16,116.57504696487531,0.0,16.0,0
9,238.01064423433075,0.0,8.0,0
16,234.80472712767866,0.0,15.0,0
19,90.3888373194604,0.0,18.0,0
23,234.15308957659116,0.0,23.0,0
4,76.44023074328086,0.0,7.0,0
33,43.922668887680054,0.0,31.0,0
5,252.49798280148843,0.0,5.0,0
1,40.838694157410025,0.0,0.0,0
12,358.8873186921679,3.0,17.0,1
42,66.04286441408256,0.0,46.0,0
42,213.89107059232472,0.0,41.0,0
47,148.09484570853218,0.0,50.0,0
10,45.49911206604016,0.0,11.0,0
46,10.023806727868823,0.0,44.0,0
22,224.18362162542,0.0,22.0,0
15,290.4327229640854,4.0,22.0,1
30,303.1256381424278,7.0,48.0,1
10,173.7768503076964,0.0,14.0,0
15,279.88396818565883,0.0,17.0,0
7,242.2249680558761,0.0,5.0,0
3,260.73162989968796,0.0,7.0,0
39,177.33564187985309,0.0,41.0,0
3,228.02822648716577,0.0,1.0,0
24,289.9893288873805,0.0,23.0,0
2,143.2383032005283,0.0,0.0,0
31,290.15240431233013,0.0,29.0,0
2,213.12606340406262,0.0,1.0,0
26,59.72436877348305,0.0,29.0,0
28,8.88629660085046,1.0,34.0,0
31,130.59129614369473,0.0,33.0,0
49,196.81067818668234,0.0,52.0,0
18,302.33532679325583,0.0,20.0,0
20,45.89484485048863,0.0,21.0,0
4,288.0742851660885,0.0,8.0,0
17,310.68325658420173,7.0,33.0,1
27,54.24749532030016,0.0,29.0,0
41,306.57395494951885,0.0,39.0,0
21,356.9232844234051,0.0,22.0,0
20,261.66197917736554,0.0,19.0,0
5,282.5170854569957,0.0,4.0,0
0,357.98949632119445,0.0,0.0,0
4,217.97325018934032,0.0,5.0,0
40,110.83909752584978,8.0,54.0,1
11,301.51110026738,0.0,11.0,0
25,221.21487990418726,0.0,25.0,0
45,209.23035253954436,0.0,44.0,0
33,91.30879998505378,0.0,35.0,0
48,272.2803370498392,1.0,48.0,0
13,29.40021930963465,3.0,20.0,1
25,332.74334548607806,0.0,25.0,0
44,117.29644587737451,0.0,42.0,0
26,45.99887500439656,0.0,25.0,0
8,159.25195191687078,1.0,10.0,0
25,15.289167332351937,0.0,25.0,0
46,246.46542993538787,0.0,49.0,0
21,324.9739837603282,0.0,20.0,0
46,301.41468256986315,0.0,49.0,0
29,45.85301044123719,0.0,28.0,0
42,45.45760935878347,0.0,41.0,0
47,292.8364136367351,0.0,50.0,0
16,332.73153885712173,0.0,20.0,0
25,165.8411387400561,0.0,23.0,0
35,179.62960208895575,10.0,53.0,1
0,114.57433489886132,0.0,4.0,0
7,321.93544257230906,0.0,5.0,0
48,232.16504590524815,18.0,86.0,1
34,103.77056778025266,0.0,34.0,0
14,107.56183357953059,0.0,12.0,0
46,320.83202630289685,0.0,48.0,0
21,4.908248606095729,0.0,21.0,0
13,116.18156618158983,0.0,11.0,0
25,199.56840523789285,7.0,38.0,1
27,53.35828635575687,0.0,31.0,0
22,33.15555151185232,0.0,23.0,0
13,293.4994791926016,0.0,11.0,0
23,321.98557991346263,0.0,24.0,0
1,296.4983114873482,0.0,0.0,0
44,323.5636403054452,0.0,43.0,0
25,199.12030958101374,0.0,29.0,0
13,292.4129235565231,5.0,27.0,1
6,138.25534982079614,0.0,7.0,0
2,239.85643013245385,0.0,4.0,0
46,355.9807913000992,0.0,45.0,0
22,81.26198058208587,0.0,23.0,0
45,140.36390866478902,0.0,46.0,0
42,172.81705583163082,14.0,73.0,1
46,49.68557532721862,0.0,49.0,0
44,29.17389976742044,10.0,63.0,1
17,298.70023187578477,3.0,22.0,1
37,351.64597421793104,0.0,36.0,0
34,145.70102297867712,0.0,34.0,0
14,31.55394103007518,0.0,16.0,0
24,23.692233848607533,0.0,22.0,0
36,320.87455428970753,0.0,39.0,0
27,166.97312990196477,0.0,31.0,0
9,115.20983396246109,0.0,13.0,0
38,171.52605764618383,0.0,39.0,0
16,114.58947408924504,0.0,19.0,0
38,176.0528791107432,0.0,36.0,0
21,309.44030289045725,3.0,26.0,1
25,213.22849358235445,0.0,29.0,0
43,250.07535821166314,0.0,46.0,0
24,131.28144344436117,0.0,26.0,0
16,265.86211626378673,0.0,18.0,0
12,239.98215055657403,0.0,12.0,0
19,43.04231919074032,0.0,22.0,0
24,206.15142712161045,0.0,23.0,0
3,92.42765867151289,0.0,4.0,0
9,289.4744410680934,0.0,9.0,0
2,153.33757504809822,0.0,1.0,0
40,358.08629947073536,15.0,70.0,1
44,33.30015765802696,0.0,47.0,0
17,280.9252305864571,0.0,15.0,0
46,242.53262407517633,6.0,62.0,1
35,276.29957901265396,0.0,38.0,0
46,110.71072637656428,0.0,45.0,0
21,177.1396161776642,3.0,28.0,1
33,286.74306710053503,0.0,34.0,0
46,83.71487938350779,0.0,45.0,0
7,81.37195084391475,2.0,11.0,0
39,198.37834318617564,14.0,69.0,1
48,188.48288863074808,14.0,75.0,1
43,101.61448934865582,0.0,47.0,0
18,107.30723418893619,0.0,21.0,0
41,100.02425875436357,0.0,42.0,0
40,277.74434231945554,0.0,38.0,0
36,234.68431160248582,9.0,55.0,1
5,299.670186027691,0.0,7.0,0
25,351.17029019304783,0.0,26.0,0
33,170.69914665791512,0.0,35.0,0
44,24.009797305961587,0.0,48.0,0
5,17.313231748332754,0.0,4.0,0
36,106.43941413778289,0.0,37.0,0
32,335.7160521668823,0.0,32.0,0
21,188.35669978951495,0.0,24.0,0
20,97.8431457888465,0.0,20.0,0
5,143.70004602396705,0.0,8.0,0
5,215.49423866568148,0.0,6.0,0
47,235.0618769296232,0.0,51.0,0
3,55.41102352184581,0.0,4.0,0
29,351.73140355626333,0.0,32.0,0
10,196.11800171380398,0.0,14.0,0
29,48.84779440522055,0.0,27.0,0
30,321.70869120460816,0.0,34.0,0
23,26.86983518859437,3.0,30.0,1
8,326.7847559439046,0.0,6.0,0
2,358.76363626403366,0.0,0.0,0
30,252.1554476963414,0.0,33.0,0
39,277.3609995866363,0.0,37.0,0
36,121.42902112829509,0.0,34.0,0
35,338.9676669842162,0.0,34.0,0
23,190.69702779901235,0.0,27.0,0
30,263.65984077511973,0.0,30.0,0
5,332.6787777280606,0.0,3.0,0
1,351.064791351183,0.0,1.0,0
19,299.9535683748028,0.0,17.0,0
27,109.0863025135308,0.0,27.0,0
10,347.95710595874965,0.0,11.0,0
3,226.12303124768584,0.0,4.0,0
14,335.0312914867055,0.0,14.0,0
5,243.39780929316666,0.0,9.0,0
48,110.60602626517937,0.0,46.0,0
29,133.20882869141374,0.0,28.0,0
37,198.16983975705858,0.0,41.0,0
1,284.4053429615575,0.0,1.0,0
14,114.47371848252058,0.0,18.0,0
10,208.70321980830914,0.0,12.0,0
7,124.42499768750454,3.0,12.0,1
25,293.67698566863857,0.0,27.0,0
44,168.02211375646215,0.0,44.0,0
43,27.62021766703868,14.0,69.0,1
4,59.778907733353094,0.0,8.0,0
5,21.997680343067625,0.0,9.0,0
25,179.7490605651571,0.0,27.0,0
3,38.28142704536178,0.0,7.0,0
18,41.09038895146756,0.0,18.0,0
19,338.7773736138157,4.0,26.0,1
32,314.15582598337994,0.0,30.0,0
19,162.75117485209176,0.0,21.0,0
48,354.8899155060741,0.0,52.0,0
11,0.067150141438721,0.0,11.0,0
46,221.03260425842177,0.0,44.0,0
0,221.9141438538732,0.0,0.0,0
25,164.67950011315975,0.0,26.0,0
13,142.9012702563454,0.0,11.0,0
37,163.93792877301874,0.0,37.0,0
36,149.38575698868496,0.0,35.0,0
10,262.9772918936278,0.0,13.0,0
35,48.72795659038226,0.0,36.0,0
12,71.15011941280686,0.0,12.0,0
42,64.9865622212725,0.0,42.0,0
2,94.48941064365523,0.0,2.0,0
32,189.09303076137,3.0,40.0,1
5,40.03514904175874,0.0,9.0,0
49,312.54094631754145,0.0,51.0,0
9,107.05015127105003,0.0,8.0,0
4,58.513675488734826,0.0,4.0,0
22,243.2236714553676,0.0,26.0,0
9,13.71106821575494,0.0,11.0,0
43,223.1886833546991,0.0,45.0,0
1,251.3514350435399,0.0,3.0,0
12,77.36995129921891,0.0,11.0,0
39,15.107066439708344,0.0,38.0,0
1,130.91232921100186,0.0,1.0,0
19,35.49392288709713,0.0,20.0,0
0,41.93202588240135,0.0,0.0,0
36,91.53404332015124,0.0,38.0,0
8,106.36845286563334,0.0,11.0,0
16,190.7893227677114,0.0,20.0,0
8,244.2210787810847,0.0,10.0,0
10,213.39753871326653,0.0,8.0,0
14,53.40972142422605,0.0,17.0,0
23,61.950971682945514,0.0,26.0,0
37,316.3569299254492,14.0,69.0,1
34,201.0068334230809,0.0,34.0,0
29,313.17761984316803,4.0,39.0,1
30,133.75674407515478,0.0,32.0,0
48,221.1840026752766,0.0,49.0,0
4,188.51882977965988,0.0,2.0,0
43,114.88445633536652,0.0,43.0,0
49,169.16953393209434,0.0,48.0,0
13,180.89671565769555,0.0,13.0,0
10,72.2775509124043,2.0,17.0,0
8,113.40373405562336,0.0,8.0,0
33,284.9075101825112,0.0,34.0,0
11,329.6837662034858,0.0,11.0,0
34,129.5258736763078,0.0,35.0,0
34,110.51002159524654,0.0,37.0,0
0,70.27097924587771,0.0,1.0,0
39,244.25682071420925,0.0,43.0,0
21,116.31589259988142,0.0,25.0,0
28,355.58983407570787,0.0,30.0,0
7,117.24652874302316,0.0,6.0,0
10,141.88897684174614,0.0,13.0,0
40,217.20031063633252,0.0,41.0,0
36,288.6063455488698,0.0,34.0,0
13,169.02671952442813,0.0,16.0,0
29,152.156172164025,0.0,27.0,0
34,358.429620094131,0.0,33.0,0
20,3.7777108103799995,7.0,35.0,1
36,322.22350398644846,0.0,39.0,0
4,53.690697338305476,0.0,7.0,0
18,282.9330994352088,0.0,17.0,0
13,222.45536154466728,0.0,15.0,0
25,123.06502277931314,0.0,23.0,0
3,314.5949839875666,0.0,6.0,0
24,4.646602073157111,0.0,24.0,0
44,81.60863474697253,0.0,42.0,0
41,204.08140664983299,0.0,42.0,0
24,126.55521361789128,1.0,25.0,0
17,219.73589831459796,5.0,25.0,1
39,8.679669627120056,0.0,39.0,0
7,41.92521497341651,0.0,11.0,0
38,45.75464647863812,2.0,42.0,0
39,68.1421125297634,3.0,44.0,1
13,165.3593186881954,0.0,12.0,0
31,270.7663318356856,6.0,47.0,1
37,325.9939816544044,2.0,39.0,0
32,300.7341109023286,0.0,33.0,0
22,70.87963383924608,1.0,26.0,0
14,158.81419880302767,0.0,14.0,0
32,71.7881751930726,0.0,31.0,0
24,95.20985400018868,0.0,26.0,0
16,181.27691334427902,0.0,18.0,0
32,24.519248900468114,0.0,34.0,0
46,78.54275865357836,2.0,51.0,0
1,336.7361380705622,0.0,0.0,0
13,167.80186535705604,0.0,13.0,0
39,160.33914935203398,0.0,38.0,0
39,5.244175710460404,0.0,37.0,0
38,89.06390894100448,9.0,56.0,1
5,311.8652769535853,0.0,4.0,0
5,59.26623417312075,0.0,5.0,0
2,149.44497823249958,0.0,0.0,0
6,5.159126112120451,0.0,9.0,0
7,172.2007734014001,0.0,7.0,0
41,7.567598421438175,4.0,52.0,1
14,295.05943910368796,1.0,18.0,0
46,296.9473562953573,0.0,50.0,0
28,283.58718778885316,11.0,51.0,1
32,102.01106480080256,0.0,30.0,0
29,301.4053985598545,1.0,31.0,0
38,195.47932773789694,0.0,36.0,0
26,134.57091919212087,0.0,28.0,0
35,225.1187854935239,0.0,38.0,0
28,4.442776581734642,0.0,29.0,0
37,51.465915936270775,0.0,35.0,0
32,267.2256737412946,0.0,35.0,0
36,87.89817913781508,0.0,38.0,0
26,215.28328223834987,0.0,28.0,0
32,138.6369370162907,0.0,34.0,0
3,307.7300803677341,0.0,7.0,0
21,342.8695101587917,0.0,24.0,0
1,318.08330221326855,0.0,1.0,0
9,97.4231980896948,0.0,8.0,0
4,69.89863285658961,0.0,2.0,0
9,170.7965617034646,0.0,13.0,0
32,2.640294301024899,2.0,35.0,0
37,9.291381430745425,10.0,59.0,1
12,199.18463026428003,0.0,11.0,0
30,187.36178549950296,0.0,33.0,0
46,358.0495160526936,0.0,48.0,0
35,72.66306073095292,0.0,39.0,0
44,92.91741449776863,8.0,62.0,1
23,40.874631237463205,0.0,24.0,0
14,330.31548347534806,0.0,15.0,0
28,280.0120480050423,0.0,32.0,0
7,296.0420801244651,1.0,12.0,0
4,324.99496366722315,0.0,7.0,0
28,188.9639952213018,0.0,27.0,0
46,162.42954892226052,0.0,50.0,0
3,118.94093051962194,0.0,1.0,0
11,212.11726116522797,0.0,15.0,0
44,163.5402228443361,0.0,43.0,0
1,162.56361117800705,0.0,4.0,0
26,337.29403094321003,0.0,24.0,0
30,354.2513451404869,0.0,34.0,0
35,286.73438015864906,8.0,50.0,1
35,272.4329124888942,13.0,61.0,1
25,245.00093824047653,0.0,25.0,0
42,59.786946840064935,0.0,40.0,0
26,21.278095515235627,5.0,37.0,1
4,248.66147344077473,0.0,2.0,0
19,262.3630400123673,0.0,18.0,0
10,16.910276795330326,0.0,12.0,0
9,334.09863008238534,0.0,9.0,0
39,32.810630200083914,0.0,41.0,0
37,102.92419215763286,0.0,37.0,0
5,242.0603326075336,0.0,4.0,0
7,61.15413398561148,0.0,7.0,0
22,19.949719839207994,0.0,20.0,0
46,119.21273609909393,0.0,48.0,0
25,275.7497669478645,0.0,28.0,0
45,148.92432443469372,0.0,47.0,0
42,235.07025188685816,17.0,75.0,1
11,208.6628750021292,0.0,14.0,0
25,7.998653529208948,0.0,27.0,0
12,355.8743953364544,0.0,16.0,0
39,14.91411197497959,0.0,38.0,0
17,348.4089855534546,0.0,21.0,0
24,197.95110421118335,0.0,25.0,0
32,346.73724974342394,0.0,30.0,0
46,41.311295788980765,0.0,46.0,0
39,176.54706690678475,0.0,43.0,0
42,61.02147307178111,0.0,42.0,0
11,18.350955728079267,0.0,11.0,0
43,222.31048142243216,13.0,70.0,1
35,74.80203154620892,0.0,33.0,0
47,211.57092658351655,0.0,49.0,0
3,40.451213501634825,0.0,7.0,0
4,119.515129715773,0.0,6.0,0
36,281.387720899169,0.0,34.0,0
7,157.33854786318756,0.0,10.0,0
41,225.9883493630411,7.0,53.0,1
48,233.08485866839655,0.0,48.0,0
27,303.7518158354257,0.0,29.0,0
30,116.97220598639086,9.0,46.0,1
8,247.4264025297063,0.0,10.0,0
28,346.18169053661967,0.0,26.0,0
13,262.88760036883247,2.0,16.0,0
39,176.35337161838802,0.0,43.0,0
40,227.05828001709452,0.0,40.0,0
21,266.28584319471895,9.0,37.0,1
10,220.4192756497941,0.0,11.0,0
22,6.003292856342095,6.0,32.0,1
0,70.11845916740131,0.0,0.0,0
45,291.76855819756776,0.0,46.0,0
36,98.15423303249449,0.0,37.0,0
20,263.3623630420082,0.0,18.0,0
25,133.96327748701154,0.0,24.0,0
45,187.87835813685953,0.0,46.0,0
35,24.470387934985332,0.0,39.0,0
22,65.24120197789544,0.0,22.0,0
0,344.59090686692446,0.0,3.0,0
39,320.44969924088906,0.0,39.0,0
14,234.81903992365807,0.0,16.0,0
20,165.47205505886546,0.0,22.0,0
46,243.27406544228057,18.0,81.0,1
8,222.69970407381805,0.0,9.0,0
8,204.67881201766036,0.0,8.0,0
9,21.303745870875055,0.0,9.0,0
25,227.8089398381425,0.0,28.0,0
40,276.8112160456206,0.0,39.0,0
34,357.86939567240717,0.0,38.0,0
24,3.9882789339514835,10.0,45.0,1
25,262.86244319184357,0.0,24.0,0
10,205.84415373695296,1.0,10.0,0
37,156.2587833891444,2.0,41.0,0
1,45.92526284569352,0.0,0.0,0
6,147.27065350855543,0.0,5.0,0
17,127.5757858750087,0.0,20.0,0
26,109.01876003234719,0.0,30.0,0
33,263.11666439599475,0.0,31.0,0
26,252.26118766233498,9.0,46.0,1
16,212.04723275312816,0.0,16.0,0
42,337.919332785614,0.0,45.0,0
43,125.94757830510761,0.0,47.0,0
23,87.76869757566463,6.0,39.0,1
24,236.12519271542385,0.0,23.0,0
6,71.57306193746506,0.0,6.0,0
5,113.40378258603286,0.0,7.0,0
23,80.85687842695854,0.0,27.0,0
32,24.895284378660442,0.0,31.0,0
48,297.8995469888424,0.0,52.0,0
28,91.63459545179802,0.0,26.0,0
42,170.28990120348743,0.0,46.0,0
21,15.5934983715523,0.0,21.0,0
25,251.7622078509515,0.0,29.0,0
27,119.0019608302647,0.0,31.0,0
49,268.1052220185156,0.0,52.0,0
20,148.4651017684318,0.0,18.0,0
48,70.47201830602486,0.0,50.0,0
6,184.7430296215329,0.0,8.0,0
16,46.981641469478326,0.0,16.0,0
19,158.5940975542781,0.0,21.0,0
40,114.22997187137516,0.0,41.0,0
48,328.30545031186796,0.0,51.0,0
19,21.934339819459183,0.0,19.0,0
21,249.84626907806714,0.0,25.0,0
27,65.79041975547693,0.0,28.0,0
39,114.85622675960634,0.0,41.0,0
48,149.58506270234375,0.0,52.0,0
6,326.88543217499074,2.0,10.0,0
0,87.32817578657705,0.0,1.0,0
31,32.87116891608128,0.0,33.0,0
12,114.72825743658849,0.0,11.0,0
29,37.683349392792,0.0,28.0,0
22,46.2947349457989,5.0,30.0,1
18,206.58621527100962,0.0,17.0,0
31,21.924695915817594,0.0,32.0,0
29,11.135117301683772,12.0,56.0,1
28,257.1890765293792,0.0,27.0,0
48,130.19295414277602,15.0,78.0,1
44,45.13512572419438,0.0,44.0,0
28,91.30059750949496,0.0,28.0,0
29,231.15114264686366,0.0,28.0,0
15,99.19316417070642,0.0,19.0,0
39,178.02760504334685,0.0,38.0,0
18,43.81031042160202,0.0,16.0,0
17,211.7137095379609,0.0,20.0,0
0,113.78796618357507,0.0,4.0,0
13,225.70863643033795,0.0,16.0,0
46,291.02215762944826,0.0,50.0,0
49,220.19271098039727,0.0,53.0,0
1,106.46912253420744,0.0,3.0,0
27,92.06773255738814,0.0,25.0,0
48,117.87154514404128,0.0,49.0,0
49,59.263384765141744,0.0,49.0,0
29,65.22186630600723,0.0,28.0,0
37,284.6487966840604,0.0,39.0,0
3,138.5037275426802,0.0,5.0,0
0,156.9582650054109,0.0,4.0,0
7,213.85780760405203,0.0,6.0,0
28,212.27525825455714,11.0,48.0,1
38,24.255673747893262,0.0,40.0,0
2,299.35468308155964,0.0,5.0,0
31,63.83755916061819,0.0,29.0,0
9,260.3057889778808,0.0,8.0,0
9,278.16155572613997,2.0,17.0,0
18,257.3638322728729,1.0,18.0,0
45,208.43195275949228,0.0,49.0,0
33,5.2592389591978295,4.0,44.0,1
32,129.73517725074146,0.0,32.0,0
22,217.74219457052922,1.0,28.0,0
27,139.48246653211393,0.0,31.0,0
31,310.8527621686127,0.0,30.0,0
49,111.16881912586153,0.0,52.0,0
6,105.67252528511776,0.0,5.0,0
28,95.75916951335687,0.0,31.0,0
7,119.80111282588638,0.0,10.0,0
0,200.66578715310737,0.0,2.0,0
2,254.52550593813268,0.0,4.0,0
23,238.52445038596264,0.0,25.0,0
22,290.77841519333265,0.0,22.0,0
7,318.92903837907295,0.0,7.0,0
46,293.78845524360645,0.0,49.0,0
36,6.820345214767647,0.0,37.0,0
2,264.93046327871593,0.0,1.0,0
32,75.02384650259938,0.0,34.0,0
27,47.85409537487375,0.0,26.0,0
46,229.85596252768877,0.0,50.0,0
7,115.10755034677017,3.0,16.0,1
33,20.562178813359573,0.0,31.0,0
34,49.54670438341009,0.0,37.0,0
31,0.334590073185983,0.0,31.0,0
23,325.16050584409464,5.0,34.0,1
13,8.862474182845892,2.0,15.0,0
31,75.40407702342398,0.0,30.0,0
45,149.85460104764664,0.0,45.0,0
42,128.36567734229487,0.0,44.0,0
15,328.22131568859925,4.0,21.0,1
3,14.504020464435161,0.0,3.0,0
36,184.39729476373856,0.0,35.0,0
20,244.97260650877462,0.0,23.0,0
13,335.41127052522074,0.0,12.0,0
30,223.33365076453956,0.0,28.0,0
47,289.35188496423456,0.0,45.0,0
17,30.140977624325423,0.0,20.0,0
6,138.93822393729386,1.0,6.0,0
9,134.6209684124643,2.0,14.0,0
6,319.06375792405834,3.0,14.0,1
32,54.49362165477898,0.0,32.0,0
22,54.6790220411869,0.0,25.0,0
20,118.28093395888745,0.0,19.0,0
18,19.60777705206153,0.0,17.0,0
47,65.68489463489642,0.0,49.0,0
18,347.4754698764647,0.0,16.0,0
35,154.14621835218222,0.0,33.0,0
28,227.5269150320771,0.0,27.0,0
17,261.4000533640693,0.0,19.0,0
1,132.10610652259217,0.0,0.0,0
0,53.00174678778611,0.0,0.0,0
46,74.3691658398411,0.0,49.0,0
4,112.77593156901973,0.0,4.0,0
19,228.98463132680124,0.0,17.0,0
10,143.38099767205958,0.0,13.0,0
41,2.453291244046123,4.0,49.0,1
1,188.42658662428988,0.0,5.0,0
2,331.7448210866704,0.0,3.0,0
22,292.3479399631245,0.0,24.0,0
11,297.0760936534672,0.0,14.0,0
19,286.2208863382072,0.0,20.0,0
4,116.54309721975251,0.0,2.0,0
36,275.4697801515811,0.0,40.0,0
37,51.53808881202948,0.0,39.0,0
29,236.77781301934326,0.0,32.0,0
8,230.964684006598,0.0,12.0,0
33,9.205127672304481,0.0,31.0,0
